label,family,cluster
photorcII|HQ316583.1:154778-154876 Cyanophage S-SSM4 genomic sequence FORWARD,photorcII,2
"photorcII|OQ504982.1:c63606-63510 Synechococcus phage S-8S53, partial genome FORWARD",photorcII,2
"photorcII|KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD",photorcII,2
"photorcII|KJ019054.1:177668-177763 Synechococcus phage ACG-2014e isolate Syn7803C85, complete genome FORWARD",photorcII,2
"photorcII|MK799832.1:176018-176111 Synechococcus phage S-B05, complete genome FORWARD",photorcII,2
"photorcII|MH412654.1:c66840-66744 Synechococcus phage S-T4, complete genome FORWARD",photorcII,2
photorcII|HQ317383.1:150656-150750 Synechococcus phage S-IOM18 genomic sequence FORWARD,photorcII,2
"radC|LBNQ01000033.1:c32187-32040 Lampropedia cohaerens strain CT6 484, whole genome shotgun sequence FORWARD",radC,1
"radC|BBYR01000068.1:7745-7895 Ideonella sakaiensis DNA, contig: ISCTG068, whole genome shotgun sequence FORWARD",radC,1
"radC|JSYI01000024.1:36578-36728 Diaphorobacter sp. J5-51 NODE_134, whole genome shotgun sequence FORWARD",radC,1
radC|HG322950.1:3753079-3753226 Pseudomonas knackmussii B13 complete genome FORWARD,radC,1
"radC|CP002657.1:1904436-1904586 Alicycliphilus denitrificans K601, complete genome FORWARD",radC,1
"radC|PSNW01000005.1:283121-283271 Solimonas fluminis strain HR-BB HR-BB_5, whole genome shotgun sequence FORWARD",radC,1
"radC|BNBA01000005.1:136487-136633 [Pseudomonas] boreopolis JCM 13306 DNA, sequence05, whole genome shotgun sequence FORWARD",radC,1
radC|HG322950.1:3410357-3410504 Pseudomonas knackmussii B13 complete genome FORWARD,radC,1
"radC|CP000352.1:2567864-2568011 Cupriavidus metallidurans CH34, complete genome FORWARD",radC,1
"radC|CP001281.2:c1037709-1037559 Thauera sp. MZ1T, complete genome FORWARD",radC,1
"radC|CP064781.1:c869355-869205 Azospira restricta strain DSM 18626 chromosome, complete genome FORWARD",radC,1
"radC|QLAG01000012.1:c3464-3314 Stutzerimonas nosocomialis strain SD129 contig00012, whole genome shotgun sequence FORWARD",radC,1
"radC|WBSF01000009.1:198902-199052 Betaproteobacteria bacterium SCN1 NODE_2_length_571767_cov_42.151974, whole genome shotgun sequence FORWARD",radC,1
"radC|FLOC01000018.1:c52448-52300 Marinomonas aquimarina strain CECT 5080 genome assembly, contig: 0018, whole genome shotgun sequence FORWARD",radC,1
"radC|CP028339.1:c327956-327806 Thauera aromatica K172 chromosome, complete genome FORWARD",radC,1
"radC|CP000555.1:2560890-2561040 Methylibium petroleiphilum PM1, complete genome FORWARD",radC,1
"radC|JXYQ01000012.1:c92581-92433 Acidovorax temperans strain KY4 Contig_12, whole genome shotgun sequence FORWARD",radC,1
"radC|AZSV01000016.1:30506-30656 Pseudomonas sp. BAY1663 contig000016, whole genome shotgun sequence FORWARD",radC,1
"radC|AP018560.1:c594948-594801 Aerosticca soli DNA, complete genome FORWARD",radC,1
radC|CR555306.1:c1513825-1513675 Azoarcus aromaticum EbN1 complete genome FORWARD,radC,1
"radC|JAFNME010000013.1:8975-9123 Comamonas denitrificans strain MM2021_4 T_13, whole genome shotgun sequence FORWARD",radC,1
"radC|FQXE01000006.1:325004-325151 Candidimonas bauzanensis strain CGMCC 1.10190 genome assembly, contig: Ga0070552_106, whole genome shotgun sequence FORWARD",radC,1
"radC|SMTF01000002.1:c266002-265852 Luteimonas aestuarii strain B9 Scaffold2_1, whole genome shotgun sequence FORWARD",radC,1
"radC|CP003239.1:c37424-37277 Tistrella mobilis KA081020-065 plasmid pTM3, complete sequence FORWARD",radC,1
"radC|CP000555.1:2530285-2530433 Methylibium petroleiphilum PM1, complete genome FORWARD",radC,1
"radC|JAGQFT020000010.1:78997-79147 Coralloluteibacterium stylophorae strain LMG 29479 contig_10, whole genome shotgun sequence FORWARD",radC,1
"radC|CP000774.1:3663513-3663661 Parvibaculum lavamentivorans DS-1, complete genome FORWARD",radC,1
"radC|CP014671.1:c1356782-1356633 Immundisolibacter cernigliae strain TR3.2, complete genome FORWARD",radC,1
"radC|CP001281.2:c1079638-1079490 Thauera sp. MZ1T, complete genome FORWARD",radC,1
"radC|CP000270.1:3604961-3605108 Paraburkholderia xenovorans LB400 chromosome 1, complete sequence FORWARD",radC,1
"ragath|FORR01000021.1:c22915-22843 Thermoflavimicrobium dichotomicum strain DSM 44778 genome assembly, contig: Ga0104487_121, whole genome shotgun sequence FORWARD",ragath,5
"ragath|CM009896.1:1032814-1032886 Butyrivibrio fibrisolvens strain INBov1 chromosome, whole genome shotgun sequence FORWARD",ragath,5
"ragath|FPBY01000281.1:c2231-2157 Clostridium sp. DSM 8431 genome assembly, contig: Ga0070257_1281, whole genome shotgun sequence FORWARD",ragath,5
"ragath|HF999883.1:2267-2339 Roseburia sp. CAG:197 genomic scaffold, scf170, whole genome shotgun sequence FORWARD",ragath,5
"ragath|FPBY01000216.1:213-286 Clostridium sp. DSM 8431 genome assembly, contig: Ga0070257_1216, whole genome shotgun sequence FORWARD",ragath,5
"ragath|BOPZ01000040.1:c24395-24322 Clostridium polyendosporum JCM 30710 DNA, sequence040, whole genome shotgun sequence FORWARD",ragath,5
"ragath|CABHNW010000153.1:26-98 Blautia luti isolate Blautia_luti_SSTS_Bg7063 genome assembly, contig: 66, whole genome shotgun sequence FORWARD",ragath,5
"ragath|MJIG01000003.1:392790-392862 Anaerostipes sp. 992a contig000003, whole genome shotgun sequence FORWARD",ragath,2
"ragath|MJIG01000003.1:390181-390255 Anaerostipes sp. 992a contig000003, whole genome shotgun sequence FORWARD",ragath,5
"ragath|ACVI01000042.1:c956-883 Clostridium carboxidivorans P7 ctg00199, whole genome shotgun sequence FORWARD",ragath,5
"ragath|MJIG01000004.1:c1189657-1189585 Anaerostipes sp. 992a contig000004, whole genome shotgun sequence FORWARD",ragath,2
"ragath|CABHNW010000003.1:c63698-63626 Blautia luti isolate Blautia_luti_SSTS_Bg7063 genome assembly, contig: 100, whole genome shotgun sequence FORWARD",ragath,5
"ragath|FPBY01000060.1:c19511-19437 Clostridium sp. DSM 8431 genome assembly, contig: Ga0070257_1060, whole genome shotgun sequence FORWARD",ragath,5
"ragath|MJIG01000004.1:c558154-558082 Anaerostipes sp. 992a contig000004, whole genome shotgun sequence FORWARD",ragath,2
"ragath|FPBY01000213.1:c5170-5097 Clostridium sp. DSM 8431 genome assembly, contig: Ga0070257_1213, whole genome shotgun sequence FORWARD",ragath,5
"ragath|LYPC01000025.1:135183-135244 Paenibacillus pectinilyticus strain KCTC13222 scaffold25, whole genome shotgun sequence FORWARD",ragath,5
"ragath|CP000885.1:c4818438-4818367 Lachnoclostridium phytofermentans ISDg chromosome, complete genome FORWARD",ragath,5
"ragath|FPBY01000132.1:c9067-8994 Clostridium sp. DSM 8431 genome assembly, contig: Ga0070257_1132, whole genome shotgun sequence FORWARD",ragath,5
"ragath|FUXA01000009.1:c136830-136758 Eubacterium ruminantium strain ATCC 17233 genome assembly, contig: EI46DRAFT_scaffold00007.7, whole genome shotgun sequence FORWARD",ragath,5
"ragath|FR891013.1:c40770-40698 Eubacterium rectale CAG:36 genomic scaffold, scf84, whole genome shotgun sequence FORWARD",ragath,5
"ragath|MJIG01000004.1:c1345057-1344985 Anaerostipes sp. 992a contig000004, whole genome shotgun sequence FORWARD",ragath,2
"ragath|FPBY01000106.1:211-284 Clostridium sp. DSM 8431 genome assembly, contig: Ga0070257_1106, whole genome shotgun sequence FORWARD",ragath,5
"ragath|AYSO01000014.1:108757-108822 Clostridium argentinense CDC 2741 U732.Contig246, whole genome shotgun sequence FORWARD",ragath,5
"ragath|LGSS01000002.1:c33628-33556 Gottschalkia purinilytica strain DSM 1384 CLPU_2c, whole genome shotgun sequence FORWARD",ragath,5
"ragath|SDKC01000001.1:c3472652-3472580 Blautia faecicola strain KGMB01111 KGMB01111_contig00001, whole genome shotgun sequence FORWARD",ragath,5
"ragath|OP172753.1:c90543-90474 Enterocloster phage CB457P1, complete genome FORWARD",ragath,5
"ragath|FR886640.1:c4015-3944 Clostridium sp. CAG:265 genomic scaffold, scf128, whole genome shotgun sequence FORWARD",ragath,5
"ragath|FORR01000010.1:65736-65808 Thermoflavimicrobium dichotomicum strain DSM 44778 genome assembly, contig: Ga0104487_110, whole genome shotgun sequence FORWARD",ragath,5
"ragath|FPBY01000051.1:32-106 Clostridium sp. DSM 8431 genome assembly, contig: Ga0070257_1051, whole genome shotgun sequence FORWARD",ragath,5
"ragath|FQXM01000049.1:315-391 Clostridium grantii DSM 8605 genome assembly, contig: EJ34DRAFT_scaffold00048.48, whole genome shotgun sequence FORWARD",ragath,5
"rhodo-rpoB|JAEIJD010000018.1:c13072-12979 Pontibaca salina strain S1109L scaffold_18_length=17928, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|CP014796.1:2033200-2033291 Salipiger profundus strain JLT2016, complete sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|CP000031.2:c3720079-3719985 Ruegeria pomeroyi DSS-3, complete genome FORWARD",rhodo-rpoB,2
"rhodo-rpoB|PVTQ01000002.1:74373-74464 Donghicola tyrosinivorans strain DSM 100212 Ga0181042_102, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|AAYC01000001.1:318015-318108 Roseobacter sp. SK209-2-6 1101232001815, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|SULI01000002.1:292994-293087 Shimia litoralis strain CL-ES2 scaffold2, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|VANS01000011.1:c15070-14978 Sulfitobacter sabulilitoris strain HSMS-29 contig11, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|FZNN01000002.1:185832-185926 Puniceibacterium sediminis strain DSM 29052 genome assembly, contig: Ga0170426_102, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|CP048788.1:575036-575129 Roseobacter ponti strain DSM 106830 chromosome, complete genome FORWARD",rhodo-rpoB,2
"rhodo-rpoB|FRBR01000023.1:8039-8130 Roseovarius pacificus strain DSM 29589 genome assembly, contig: Ga0131109_123, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|CYSA01000019.1:c14666-14573 Thalassobius gelatinovorus genome assembly Tgelatinovorus_CECT4357_Seqman_Prokka, contig 0019, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|CYSD01000030.1:c17133-17040 Tropicibacter multivorans genome assembly Tr.multivorans_CECT7557_Seqman_Prokka, contig 0030, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|DS995281.1:c3149577-3149485 Rhodobacterales bacterium Y4I scf_1106129324773 genomic scaffold, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|CP025815.1:439310-439402 Sulfitobacter sp. JL08 chromosome, complete genome FORWARD",rhodo-rpoB,2
"rhodo-rpoB|FTPS01000001.1:c1120456-1120363 Pontibaca methylaminivorans strain DSM 21219 genome assembly, contig: Ga0104525_11, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|JAHXDN010000001.1:1241848-1241940 Roseobacter insulae strain YSTF-M11 1, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|CP000362.1:c3880756-3880664 Roseobacter denitrificans OCh 114, complete genome FORWARD",rhodo-rpoB,2
"rhodo-rpoB|FOEP01000003.1:399067-399160 Litorimicrobium taeanense strain DSM 22007 genome assembly, contig: Ga0070518_103, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|QNGB01000005.1:c170206-170113 Roseovarius sp. TE539 contig5, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|RAPE01000002.1:165275-165367 Roseovarius spongiae strain HN-E21 contig2, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|FRCB01000014.1:c34652-34561 Roseovarius litoreus strain DSM 28249 genome assembly, contig: Ga0131096_114, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|FWFX01000003.1:c413199-413108 Roseovarius albus strain CECT 7450 genome assembly, contig: 0003, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|CH724156.1:c366535-366444 Roseovarius nubinhibens ISM scf_1099451318306 genomic scaffold, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|LQBQ01000035.1:269019-269112 Ruegeria marisrubri strain ZGT118 contig_5, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|AQQP01000023.1:c14065-13973 Phaeobacter sp. 22II1-1F12B contig23, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|JALZ01000008.1:c182383-182291 Roseivivax halodurans JCM 10272 contig8, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|SSMD01000002.1:c514180-514087 Thalassobius vesicularis strain CC-AMW-E contig02, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|JAAORB010000015.1:7317-7408 Roseovarius gahaiensis strain GH877 scaffold15, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|FPAW01000042.1:c16292-16199 Sedimentitalea nanhaiensis strain CGMCC 1.10959 genome assembly, contig: Ga0079838_142, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|DS022276.1:c441170-441079 Roseovarius sp. HTCC2601 scf_1100011001366 genomic scaffold, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
