seq1,seq2,similarity
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","ACDW01000004.1:c718908-718851 Prochlorococcus marinus str. MIT 9202 ctg_1109798534680, whole genome shotgun sequence FORWARD",0.38396213719675937
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022721247.1:660-716 Marine metagenome ctg_1101667128598, whole genome shotgun sequence FORWARD",0.8087575863457184
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY021712026.1:693-750 Marine metagenome 1093018701074, whole genome shotgun sequence FORWARD",0.38396213719675937
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY023383882.1:c1059-1002 Marine metagenome ctg_1101668191233, whole genome shotgun sequence FORWARD",0.38396213719675937
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD",CT978603.1:1340859-1340915 Synechococcus sp. RCC307 genomic DNA sequence FORWARD,0.21228773382193608
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022706192.1:c94-32 Marine metagenome ctg_1101667113543, whole genome shotgun sequence FORWARD",0.7500787418170755
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022360476.1:c826-764 Marine metagenome 418790, whole genome shotgun sequence FORWARD",0.5572971930304631
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022916502.1:c831-768 Marine metagenome ctg_1101667323853, whole genome shotgun sequence FORWARD",0.5229252306843927
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022802873.1:c608-549 Marine metagenome ctg_1101667210224, whole genome shotgun sequence FORWARD",0.5997577554308017
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","CP000553.1:c397281-397219 Prochlorococcus marinus str. NATL1A, complete genome FORWARD",0.8783333678630723
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY021519823.1:138-195 Marine metagenome 1659005, whole genome shotgun sequence FORWARD",0.38396213719675937
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY020105649.1:c520-461 Marine metagenome 1096626748247, whole genome shotgun sequence FORWARD",0.522344577115263
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY020543559.1:c538-477 Marine metagenome 1096626716315, whole genome shotgun sequence FORWARD",0.6926780631206537
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY021585725.1:c501-447 Marine metagenome 1172275, whole genome shotgun sequence FORWARD",0.39939888606650004
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY020219155.1:890-952 Marine metagenome 1096626766369, whole genome shotgun sequence FORWARD",0.7803252131331546
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD",BX569695.1:264389-264453 Synechococcus sp. WH8102 complete genome; segment 7/7 FORWARD,0.6928389372305411
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","CP000554.1:c984332-984275 Prochlorococcus marinus str. MIT 9303, complete genome FORWARD",0.41080453635564496
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","CP000110.1:518912-518973 Synechococcus sp. CC9605, complete genome FORWARD",0.8109675726227873
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","CP000552.1:c426597-426540 Prochlorococcus marinus str. MIT 9515, complete genome FORWARD",0.7565884051851252
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY020217963.1:c776-714 Marine metagenome 1096626252425, whole genome shotgun sequence FORWARD",0.7803252131331546
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY021486203.1:224-276 Marine metagenome 1092215152705, whole genome shotgun sequence FORWARD",0.7170926194264754
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022234759.1:c276-219 Marine metagenome 1092405876933, whole genome shotgun sequence FORWARD",0.20449201292735528
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022818175.1:184-246 Marine metagenome ctg_1101667225526, whole genome shotgun sequence FORWARD",0.7500787418170755
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AAOK01000003.1:c2958-2897 Synechococcus sp. WH 7805 1099646010149, whole genome shotgun sequence FORWARD",0.5289420819230933
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022035041.1:176-230 Marine metagenome 1092963296562, whole genome shotgun sequence FORWARD",0.8423486075107872
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022005844.1:c458-401 Marine metagenome 1092963286685, whole genome shotgun sequence FORWARD",0.7363612030118234
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022685122.1:c141-79 Marine metagenome ctg_1101667092473, whole genome shotgun sequence FORWARD",0.7584997824396531
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY023488045.1:c608-551 Marine metagenome ctg_1101668295396, whole genome shotgun sequence FORWARD",0.40618396259381623
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY020091254.1:c530-468 Marine metagenome 1096626104969, whole genome shotgun sequence FORWARD",0.48409554115103803
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY020396045.1:947-1009 Marine metagenome 1096626503827, whole genome shotgun sequence FORWARD",0.886062015767184
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","CP000110.1:1391085-1391144 Synechococcus sp. CC9605, complete genome FORWARD",0.487792894333967
"CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","ACNY01000002.1:c278641-278580 Synechococcus sp. WH 8109 ctg_1113323213556, whole genome shotgun sequence FORWARD",0.4060822082303714
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,1.0
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD",0.8806664710642184
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD",0.470021722004161
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY023852401.1:c427-367 Marine metagenome ctg_1101668659752, whole genome shotgun sequence FORWARD",0.7518186701881292
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY022394159.1:235-290 Marine metagenome 1429668, whole genome shotgun sequence FORWARD",0.14229709591324005
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"CP000551.1:c1075404-1075342 Prochlorococcus marinus str. AS9601, complete genome FORWARD",0.390310936236634
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY022977679.1:606-668 Marine metagenome ctg_1101667385030, whole genome shotgun sequence FORWARD",0.46759541892936707
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"CP000097.1:c973366-973307 Synechococcus sp. CC9902, complete genome FORWARD",0.6817271073070038
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"CP000097.1:937913-937973 Synechococcus sp. CC9902, complete genome FORWARD",0.5138834985110483
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,DQ366726.1:9273-9330 Uncultured Prochlorococcus marinus clone HF10-88F10 genomic sequence FORWARD,0.8332128516749049
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY021623887.1:c206-149 Marine metagenome 1680420, whole genome shotgun sequence FORWARD",0.8325223708477584
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"CP000552.1:c662192-662132 Prochlorococcus marinus str. MIT 9515, complete genome FORWARD",0.7851225675065044
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"ACDW01000004.1:c718908-718851 Prochlorococcus marinus str. MIT 9202 ctg_1109798534680, whole genome shotgun sequence FORWARD",0.8332128516749049
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY022721247.1:660-716 Marine metagenome ctg_1101667128598, whole genome shotgun sequence FORWARD",0.4009271647480741
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY021712026.1:693-750 Marine metagenome 1093018701074, whole genome shotgun sequence FORWARD",0.8332128516749049
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY023383882.1:c1059-1002 Marine metagenome ctg_1101668191233, whole genome shotgun sequence FORWARD",0.8332128516749049
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,CT978603.1:1340859-1340915 Synechococcus sp. RCC307 genomic DNA sequence FORWARD,0.8366196712310171
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY022706192.1:c94-32 Marine metagenome ctg_1101667113543, whole genome shotgun sequence FORWARD",0.46759541892936707
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY022360476.1:c826-764 Marine metagenome 418790, whole genome shotgun sequence FORWARD",0.6677054047338875
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY022916502.1:c831-768 Marine metagenome ctg_1101667323853, whole genome shotgun sequence FORWARD",0.5750890593707826
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY022802873.1:c608-549 Marine metagenome ctg_1101667210224, whole genome shotgun sequence FORWARD",0.26352694372368496
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"CP000553.1:c397281-397219 Prochlorococcus marinus str. NATL1A, complete genome FORWARD",0.5094139613338361
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY021519823.1:138-195 Marine metagenome 1659005, whole genome shotgun sequence FORWARD",0.8332128516749049
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY020105649.1:c520-461 Marine metagenome 1096626748247, whole genome shotgun sequence FORWARD",0.3321141102794424
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY020543559.1:c538-477 Marine metagenome 1096626716315, whole genome shotgun sequence FORWARD",0.6357262546378427
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY021585725.1:c501-447 Marine metagenome 1172275, whole genome shotgun sequence FORWARD",0.9087003404026801
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY020219155.1:890-952 Marine metagenome 1096626766369, whole genome shotgun sequence FORWARD",0.390310936236634
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,BX569695.1:264389-264453 Synechococcus sp. WH8102 complete genome; segment 7/7 FORWARD,0.523115512704527
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"CP000554.1:c984332-984275 Prochlorococcus marinus str. MIT 9303, complete genome FORWARD",0.8420229105713801
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"CP000110.1:518912-518973 Synechococcus sp. CC9605, complete genome FORWARD",0.5737660796745543
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"CP000552.1:c426597-426540 Prochlorococcus marinus str. MIT 9515, complete genome FORWARD",0.6837526850157245
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY020217963.1:c776-714 Marine metagenome 1096626252425, whole genome shotgun sequence FORWARD",0.390310936236634
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY021486203.1:224-276 Marine metagenome 1092215152705, whole genome shotgun sequence FORWARD",0.6162163072473444
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY022234759.1:c276-219 Marine metagenome 1092405876933, whole genome shotgun sequence FORWARD",0.8325609610446266
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY022818175.1:184-246 Marine metagenome ctg_1101667225526, whole genome shotgun sequence FORWARD",0.46759541892936707
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AAOK01000003.1:c2958-2897 Synechococcus sp. WH 7805 1099646010149, whole genome shotgun sequence FORWARD",0.6021810577873622
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY022035041.1:176-230 Marine metagenome 1092963296562, whole genome shotgun sequence FORWARD",0.4952103392954198
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY022005844.1:c458-401 Marine metagenome 1092963286685, whole genome shotgun sequence FORWARD",0.39965505773045884
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY022685122.1:c141-79 Marine metagenome ctg_1101667092473, whole genome shotgun sequence FORWARD",0.5206268974188913
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY023488045.1:c608-551 Marine metagenome ctg_1101668295396, whole genome shotgun sequence FORWARD",0.8328146229912067
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY020091254.1:c530-468 Marine metagenome 1096626104969, whole genome shotgun sequence FORWARD",0.6549429091987992
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"AACY020396045.1:947-1009 Marine metagenome 1096626503827, whole genome shotgun sequence FORWARD",0.4351055847376736
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"CP000110.1:1391085-1391144 Synechococcus sp. CC9605, complete genome FORWARD",0.680668628966203
BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,"ACNY01000002.1:c278641-278580 Synechococcus sp. WH 8109 ctg_1113323213556, whole genome shotgun sequence FORWARD",0.7695651758610296
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD",1.0
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD",0.4357141544046763
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY023852401.1:c427-367 Marine metagenome ctg_1101668659752, whole genome shotgun sequence FORWARD",0.8964897367351325
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022394159.1:235-290 Marine metagenome 1429668, whole genome shotgun sequence FORWARD",0.14783113932814085
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","CP000551.1:c1075404-1075342 Prochlorococcus marinus str. AS9601, complete genome FORWARD",0.4772619035661121
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022977679.1:606-668 Marine metagenome ctg_1101667385030, whole genome shotgun sequence FORWARD",0.5947409814010213
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","CP000097.1:c973366-973307 Synechococcus sp. CC9902, complete genome FORWARD",0.7372790504627724
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","CP000097.1:937913-937973 Synechococcus sp. CC9902, complete genome FORWARD",0.6185608781622535
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD",DQ366726.1:9273-9330 Uncultured Prochlorococcus marinus clone HF10-88F10 genomic sequence FORWARD,0.9528756909972963
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY021623887.1:c206-149 Marine metagenome 1680420, whole genome shotgun sequence FORWARD",0.8886781760484973
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","CP000552.1:c662192-662132 Prochlorococcus marinus str. MIT 9515, complete genome FORWARD",0.9241938457222874
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","ACDW01000004.1:c718908-718851 Prochlorococcus marinus str. MIT 9202 ctg_1109798534680, whole genome shotgun sequence FORWARD",0.9528756909972963
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022721247.1:660-716 Marine metagenome ctg_1101667128598, whole genome shotgun sequence FORWARD",0.3771879566262175
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY021712026.1:693-750 Marine metagenome 1093018701074, whole genome shotgun sequence FORWARD",0.9528756909972963
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY023383882.1:c1059-1002 Marine metagenome ctg_1101668191233, whole genome shotgun sequence FORWARD",0.9528756909972963
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD",CT978603.1:1340859-1340915 Synechococcus sp. RCC307 genomic DNA sequence FORWARD,0.8596239691653897
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022706192.1:c94-32 Marine metagenome ctg_1101667113543, whole genome shotgun sequence FORWARD",0.5947409814010213
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022360476.1:c826-764 Marine metagenome 418790, whole genome shotgun sequence FORWARD",0.7878077736446373
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022916502.1:c831-768 Marine metagenome ctg_1101667323853, whole genome shotgun sequence FORWARD",0.6825449311594215
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022802873.1:c608-549 Marine metagenome ctg_1101667210224, whole genome shotgun sequence FORWARD",0.3116021033762296
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","CP000553.1:c397281-397219 Prochlorococcus marinus str. NATL1A, complete genome FORWARD",0.5739345113874359
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY021519823.1:138-195 Marine metagenome 1659005, whole genome shotgun sequence FORWARD",0.9528756909972963
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY020105649.1:c520-461 Marine metagenome 1096626748247, whole genome shotgun sequence FORWARD",0.4172139114623866
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY020543559.1:c538-477 Marine metagenome 1096626716315, whole genome shotgun sequence FORWARD",0.7586000160108525
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY021585725.1:c501-447 Marine metagenome 1172275, whole genome shotgun sequence FORWARD",0.9327307333884763
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY020219155.1:890-952 Marine metagenome 1096626766369, whole genome shotgun sequence FORWARD",0.4772619035661121
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD",BX569695.1:264389-264453 Synechococcus sp. WH8102 complete genome; segment 7/7 FORWARD,0.6261618256940605
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","CP000554.1:c984332-984275 Prochlorococcus marinus str. MIT 9303, complete genome FORWARD",0.9406010951331931
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","CP000110.1:518912-518973 Synechococcus sp. CC9605, complete genome FORWARD",0.6229517515322908
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","CP000552.1:c426597-426540 Prochlorococcus marinus str. MIT 9515, complete genome FORWARD",0.7571089642767933
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY020217963.1:c776-714 Marine metagenome 1096626252425, whole genome shotgun sequence FORWARD",0.4772619035661121
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY021486203.1:224-276 Marine metagenome 1092215152705, whole genome shotgun sequence FORWARD",0.5626849875512004
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022234759.1:c276-219 Marine metagenome 1092405876933, whole genome shotgun sequence FORWARD",0.9499052379283028
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022818175.1:184-246 Marine metagenome ctg_1101667225526, whole genome shotgun sequence FORWARD",0.5947409814010213
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AAOK01000003.1:c2958-2897 Synechococcus sp. WH 7805 1099646010149, whole genome shotgun sequence FORWARD",0.6651016974770753
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022035041.1:176-230 Marine metagenome 1092963296562, whole genome shotgun sequence FORWARD",0.4986313063467443
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022005844.1:c458-401 Marine metagenome 1092963286685, whole genome shotgun sequence FORWARD",0.4137286246417332
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY022685122.1:c141-79 Marine metagenome ctg_1101667092473, whole genome shotgun sequence FORWARD",0.6169892298027612
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY023488045.1:c608-551 Marine metagenome ctg_1101668295396, whole genome shotgun sequence FORWARD",0.926268396550014
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY020091254.1:c530-468 Marine metagenome 1096626104969, whole genome shotgun sequence FORWARD",0.820292122493652
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","AACY020396045.1:947-1009 Marine metagenome 1096626503827, whole genome shotgun sequence FORWARD",0.5025331930146514
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","CP000110.1:1391085-1391144 Synechococcus sp. CC9605, complete genome FORWARD",0.8210821340226832
"CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD","ACNY01000002.1:c278641-278580 Synechococcus sp. WH 8109 ctg_1113323213556, whole genome shotgun sequence FORWARD",0.9280468680503176
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD","AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD",1.0
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD","AACY023852401.1:c427-367 Marine metagenome ctg_1101668659752, whole genome shotgun sequence FORWARD",0.5031952824406687
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD","AACY022394159.1:235-290 Marine metagenome 1429668, whole genome shotgun sequence FORWARD",0.706791459728651
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD","CP000551.1:c1075404-1075342 Prochlorococcus marinus str. AS9601, complete genome FORWARD",0.4209891272501632
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD","AACY022977679.1:606-668 Marine metagenome ctg_1101667385030, whole genome shotgun sequence FORWARD",0.5739101252441042
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD","CP000097.1:c973366-973307 Synechococcus sp. CC9902, complete genome FORWARD",0.81078878738919
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD","CP000097.1:937913-937973 Synechococcus sp. CC9902, complete genome FORWARD",0.6838707294592922
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD",DQ366726.1:9273-9330 Uncultured Prochlorococcus marinus clone HF10-88F10 genomic sequence FORWARD,0.4563213811753362
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD","AACY021623887.1:c206-149 Marine metagenome 1680420, whole genome shotgun sequence FORWARD",0.4604571566474207
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD","CP000552.1:c662192-662132 Prochlorococcus marinus str. MIT 9515, complete genome FORWARD",0.41571319507841226
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD","ACDW01000004.1:c718908-718851 Prochlorococcus marinus str. MIT 9202 ctg_1109798534680, whole genome shotgun sequence FORWARD",0.4563213811753362
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD","AACY022721247.1:660-716 Marine metagenome ctg_1101667128598, whole genome shotgun sequence FORWARD",0.901765960257459
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD","AACY021712026.1:693-750 Marine metagenome 1093018701074, whole genome shotgun sequence FORWARD",0.4563213811753362
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD","AACY023383882.1:c1059-1002 Marine metagenome ctg_1101668191233, whole genome shotgun sequence FORWARD",0.4563213811753362
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD",CT978603.1:1340859-1340915 Synechococcus sp. RCC307 genomic DNA sequence FORWARD,0.38271154231775745
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD","AACY022706192.1:c94-32 Marine metagenome ctg_1101667113543, whole genome shotgun sequence FORWARD",0.5739101252441042
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD","AACY022360476.1:c826-764 Marine metagenome 418790, whole genome shotgun sequence FORWARD",0.439621575070297
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD","AACY022916502.1:c831-768 Marine metagenome ctg_1101667323853, whole genome shotgun sequence FORWARD",0.37221479000790286
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD","AACY022802873.1:c608-549 Marine metagenome ctg_1101667210224, whole genome shotgun sequence FORWARD",0.5788531136344452
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD","CP000553.1:c397281-397219 Prochlorococcus marinus str. NATL1A, complete genome FORWARD",0.7030565511177875
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD","AACY021519823.1:138-195 Marine metagenome 1659005, whole genome shotgun sequence FORWARD",0.4563213811753362
"AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD","AACY020105649.1:c520-461 Marine metagenome 1096626748247, whole genome shotgun sequence FORWARD",0.4285901876037442
